claim_id,claim_text,source_file,source_section,originating_run,claim_type,current_evidence_status,geography,confidence,freshness_or_review_date,material_to_historical_decision,evidence_quality,evidence_ids,source_ids,audit_notes,duplicate_locations
HC-0122,# Advisor Memo: Restaurant Owner Economist,LEG-SRC-0138,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,NO,internal,LEG-EV-0138,LEG-SRC-0138,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0123,"# Chairman Verdict ## Decision Summary ## Confirmed - Aggregators remain discovery engines. - Pickup-only is the lowest-burden positive-ROI starting point. - Existing-driver delivery can be positive ROI if the driver already exists. - Outsourced delivery is the safest bridge when owned fleet economics are weak. - WhatsApp/manual ordering is a valid alternative but not a scalable end state. ## Proposed - Test pickup-first on neighborhood QSR, fast casual, and family-tray/catering-led restaurants. - Use hybrid fulfilment only when zone rules are clear. - Use website plus WhatsApp as the default channel stack, with Telegram optional. ## Rejected - Motorcycle-only as a first positive-ROI test. - Any claim that owned direct ordering replaces aggregators. - Any exact payback or margin claim without restaurant-specific inputs. ## Deferred - Final tiers and final public prices. - Broad feature packaging.",LEG-SRC-0139,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0139,LEG-SRC-0139,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0124,# Devil's Advocate Attack,LEG-SRC-0140,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,NO,internal,LEG-EV-0140,LEG-SRC-0140,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0125,"# Evidence Auditor Review ## Supported Claims - Aggregators are a material discovery and commission baseline. - Pickup is the lowest-burden fulfilment mode. - Existing-driver delivery is preferable to hiring a new fleet when capacity already exists. - WhatsApp/manual ordering is operationally fragile at higher volume. - Hybrid fulfilment can balance control and burden. ## Unsupported or Weak Claims - Any exact Dubai-wide break-even threshold. - Any claim that direct ordering is universally cheaper than aggregators. - Any claim that a rider or motorcycle is good without proving delivery density. - Any claim that WhatsApp/manual ordering scales cleanly. ## Auditor Findings - The verdict correctly avoids final pricing and sales copy. - The verdict still relies on scenario assumptions for actual monthly demand, which is unavoidable in this run. - The most important missing field data is restaurant monthly order mix and delivery radius.",LEG-SRC-0141,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0141,LEG-SRC-0141,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0126,"# Fulfilment Model Matrix | Model | Cost type | Fixed cost | Variable cost | Operational burden | Risk | Best-fit restaurant | Minimum demand signal | Recommended action | |---|---|---:|---:|---|---|---|---|---| | Pickup only | Mostly fixed-light | Low | Low | Low if menu and handoff are disciplined | Low customer friction, but weak demand if pickup is not habitual | Neighborhood QSR, lunch spots, offices, convenience-led concepts | Existing pickup demand or strong local traffic | Test first when pickup already exists | | Existing staff or existing restaurant driver handles delivery | Mixed | Low to medium | Medium | Medium; scheduling and accountability matter | Staff distraction, inconsistent timing | Small restaurants with a reliable in-house driver or slow delivery density | Consistent delivery volume in a small radius | Good bridge model before hiring or outsourcing | | Restaurant hires a rider | Mostly fixed | Medium to high | Low to medium | Medium to high; adds HR and shift management | Idle time risk if demand is uneven | Stable delivery restaurants with predictable volumes | Enough daily deliveries to cover labor and compliance | Only if volume is repeatable |",LEG-SRC-0142,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0142,LEG-SRC-0142,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0127,# Restaurant Owner Questions for ROI ## Minimum Data Needed to Model ROI - Monthly orders - Delivery versus pickup split - Average order value - Gross margin or food cost - Current fulfilment method - Delivery labor cost - Error/refund rate - Customer repeat behavior - Traffic source mix - Interest in direct ordering channels,LEG-SRC-0144,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0144,LEG-SRC-0144,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0128,"# ROI and Fulfilment Verdict ## Executive Summary ## The ROI Logic in Plain English ## Fulfilment Model Ladder ## Scenario Ranges | Scenario | Likely ROI shape | Why money can be gained | Why money can be lost | Net verdict | |---|---|---|---|---| | A. No website, no structured ordering | Weak unless pickup demand is already present | Captures missed repeat demand | Setup, traffic, and support effort are too high relative to current demand | Usually negative unless the restaurant already has local repeat traffic | | B. Instagram/WhatsApp only | Can be positive at low scale | Cheap to start, familiar to customers | Manual errors and staff time grow fast | Positive only for very small order volumes or highly familiar customer bases | | C. Existing weak website, no ordering | Slightly better than nothing | Can convert existing visitors | No transaction engine, low capture | Usually neutral to weakly positive only after adding ordering |",LEG-SRC-0145,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0145,LEG-SRC-0145,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0129,"# ROI Variables Model ## Core Formula ## Variables | Variable | Definition | Unit | Source or assumption label | ROI effect | Sensitivity | |---|---|---|---|---|---| | monthly_total_orders | Total restaurant orders in a month | orders/month | owner data | Higher base volume increases the value of any conversion gain and can dilute fixed costs | High | | monthly_delivery_orders | Delivery orders per month | orders/month | owner data | Determines exposure to delivery labour, bike, and outsourced delivery cost | High | | monthly_pickup_orders | Pickup orders per month | orders/month | owner data | Determines whether pickup-only can stand alone | High | | average_order_value | Average ticket value | AED/order | owner data | Raises absolute margin and commission base | High | | gross_margin | Gross profit after food cost, before channel cost | % | owner data | Main ceiling on recoverable channel cost | High |",LEG-SRC-0146,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0146,LEG-SRC-0146,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0130,"# Run 2B Handoff ## Use These Outputs - ROI break-even thresholds by fulfilment model. - Which fulfilment models are actually worth testing. - Which restaurant segment is most likely to show positive ROI. - Which channel stack fits best: website, WhatsApp bot, Telegram bot, or hybrid. - Which fulfilment features increase burden without improving ROI. ## Do Not Re-decide - Final tiers. - Final public prices. - Sales copy. - Aggregator replacement claims. ## Run 2B Decision Question",LEG-SRC-0147,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0147,LEG-SRC-0147,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0131,"# Assumption Ledger | ID | Assumption | Why it matters | Validation needed | Status | |---|---|---|---|---| | A-001 | The owned channel can capture some repeat demand without replacing aggregators. | Determines coexistence ROI. | Measure repeat share, shifted orders, and net contribution. | Scenario assumption | | A-002 | Pickup is the lowest-burden fulfilment mode but may be commercially too weak unless the restaurant already has pickup demand. | Drives model ranking. | Compare pickup demand against manual effort and conversion. | Council judgment | | A-003 | Own-driver models only work when delivery volume is enough to dilute fixed labor, vehicle, and compliance cost. | Determines break-even volume. | Estimate fixed monthly cost and delivery order volume. | Scenario assumption | | A-004 | Hired rider plus motorcycle becomes more viable than rider-only when daily route density is high and service radius is stable. | Affects option selection. | Compare cost per completed order against outsourced delivery. | Council judgment |",LEG-SRC-0148,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0148,LEG-SRC-0148,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0132,"# Decision Log - D-001: Start Run 002A as a separate ROI-and-fulfilment-economics run; do not restart Run 001. - D-002: Use Run 001 evidence as the baseline evidence pack. - D-003: Do not finalize tiers, public prices, or sales copy. - D-004: Treat missing precise UAE economics as model inputs to bound rather than as a reason to stop. - D-005: Preserve aggregator coexistence as the baseline commercial framing. - D-006: Model WhatsApp/manual ordering and doing nothing as real alternatives. - D-007: Classify all economics numbers as estimates unless directly supported by Run 001 evidence.",LEG-SRC-0149,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0149,LEG-SRC-0149,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0133,"# Next Session Handoff ## What Run 002A Established - The commercial question is constrained to ROI and fulfilment economics. - Aggregators remain discovery channels. - Owned direct ordering is judged against pickup, own-driver, hired rider, motorcycle package, outsourced delivery, delivery integration, hybrid delivery, aggregator-heavy, and WhatsApp/manual ordering. ## What Run 002B Should Use - The ROI break-even thresholds by fulfilment model. - The restaurant segments with the clearest positive-ROI conditions. - The channel preference map: website vs WhatsApp bot vs Telegram bot vs hybrid. - The minimum order-volume and support-burden gates. ## Exact First Question for Run 002B",LEG-SRC-0151,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0151,LEG-SRC-0151,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0134,"# Research Ledger ## Source Pack Used - Prior Run 001 completion report - Prior Run 001 evidence ledger - Prior Run 001 assumption ledger - Prior Run 001 decision log - Prior Run 001 interim commercial verdict - Restaurant commercial council skill instructions and templates ## Research Approach - Start with prior evidence instead of broad fresh research. - Use targeted scenario assumptions where direct UAE order-flow data is unavailable. - Classify every number or range as verified fact, estimate, vendor claim, scenario assumption, council judgment, or unknown-but-decision-required. ## Evidence Limits - No new NotebookLM source set was added. - No broad web research was run in this draft stage. - The model therefore leans on Run 001 evidence and explicit operating assumptions.",LEG-SRC-0153,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0153,LEG-SRC-0153,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0135,"# Run 002A Completion Report ## Status ## Evidence Used - Run 001 completion report - Run 001 evidence ledger - Run 001 assumption ledger - Run 001 decision log - Run 001 interim commercial verdict - Restaurant commercial council skill instructions and templates ## Research Performed - Repository search for the named master handoff file path. - Repository search for the closest matching historical handoff and prior run artifacts. - No broad external research was run in this draft. - No new NotebookLM sources were added. ## Assumptions Made - Pickup-only is the cleanest low-burden baseline. - Existing-driver delivery is more attractive than hiring new owned fleet capacity. - Hired riders and motorcycle-based delivery need stable delivery density. - WhatsApp/manual ordering is a real alternative but becomes brittle with growth. - Aggregators remain discovery engines, not replacement targets.",LEG-SRC-0154,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0154,LEG-SRC-0154,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0136,"# Run Status ## Current Objective ## Active Constraints - Use bounded decisions, not ""insufficient evidence"" exits. - Preserve the aggregator-coexistence framing. - Keep Tier 0 locked as a tiny ordering page with Telegram orders and local SQLite order history. - Treat WhatsApp and Telegram bots as optional channel add-ons, not fixed core features. - Do not finalize pricing or package structure.",LEG-SRC-0155,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0155,LEG-SRC-0155,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-MEM-001,"Project target is independent restaurants and small local restaurant groups in the UAE, especially 1-3 branch operators with reachable owner/manager and weak direct ordering path.",handoffs/company-memory.md,Target Customers and Geography,company-memory,PROJECT_INTERNAL,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,,,"Master memory records this as product scope, not market evidence.",
HC-MEM-002,"Lead dataset memory reports 577 cleaned real restaurant identities, 1,404 Google raw restaurant occurrences mapped confidently, and 14 non-restaurant Google rows excluded.",handoffs/company-memory.md,Lead Dataset Memory,company-memory,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,,,Dataset files were not re-opened in this mechanical pass; treat as project-internal unless raw dataset is audited.,
HC-MEM-003,"Tier 0 is a real lightweight ordering page with logo/header, menu/cart, Telegram order delivery, local SQLite order history, and no auth/dashboard/payment/POS/delivery API.",handoffs/company-memory.md,Latest Tier and Feature Corrections,company-memory,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,,,Latest user correction; not external market fact.,
HC-MEM-004,The product must not be positioned as a Talabat replacement or guaranteed ROI/savings mechanism.,handoffs/company-memory.md,Core Strategic Positioning,company-memory,USER_PREFERENCE,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,,,"Commercial/sales safety boundary, not an empirical market claim.",
HC-MEM-005,Old suggested public prices are hypotheses and must not control future pricing unless revalidated.,handoffs/company-memory.md,Pricing Memory,company-memory,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,,,Important classification guardrail for pricing artifacts.,
HC-MEM-006,POS integration is not guaranteed generally and must be classified by system supportability before being sold.,handoffs/company-memory.md,POS Integration Policy,company-memory,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,,,Responsibility boundary; needs external POS evidence before client-specific claims.,
HC-MEM-007,"Delivery-provider SLA promises, 99% figures, peak elasticity, and replacement-time claims remain vendor claims until validated by pilot or contract.",handoffs/company-memory.md,Delivery Integration Policy,company-memory,VENDOR_CLAIM,VENDOR_CLAIM,UAE,LOW,2026-06-18,YES,vendor,,,Audit boundary: do not promote provider claims to verified facts.,
HC-MEM-008,"Third-party usage costs such as WhatsApp messages, AI tokens, payment fees, POS vendor fees, delivery-company fees, hosting, and domains are separate from builder setup/support fees.",handoffs/company-memory.md,Third-party cost policy,company-memory,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,,,Policy boundary; actual prices are date-sensitive and require provider-specific refresh.,
